S.No,Name,Short Name,Branch Name,City/Area,Email,TIN No,NIC No,VAT No,Business Registration No,SMS Phone,Currency,Sales Type,Payment Terms,DOB,Discount,Credit Limit,Address,Salesman,Location,Tax Group,Sales Discount Account,Receivable Account,Prompt Payment Discount,Credit Allowed,Credit Status,Status,General Notes,Sales Group,Relationship Manager
346,Hidden Paradise (Pvt) Ltd.,0776376714,Sooriya Villa,Matara,info@lilymirissa.com,,,,,0776376714,LKR,Retail,COD-IML,24/11/2025,0,0,"No 41/2, Harbor Road, Sooriya Villa, Mirissa, Matara.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
347,Kings Marine B&B Surf Hotel,0712302857,Kings Marine B&B Surf Hotel,Matara,,,,,,0712302857,LKR,Retail,COD-IML,26/12/2025,0,0,"No. 26/A, SK Town, Medda Watta, Matara.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
348,Muthu Bar,0775418585,Muthu Bar,Matara,,,,,,0775418585,LKR,Retail,Bank Transfer,16/01/2025,0,0,"Hiriketiya, Dikwella.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
349,Asiri Villa,0713129990,Asiri Villa,Matara,,,,,,0713129990,LKR,Retail,COD-IML,02/06/2025,0,0,"Waththegama, Dikwella.
",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
350,Three M Mirissa,0716042129,Three M Mirissa,Matara,,,,,,0716042129,LKR,Retail,COD-IML,04/07/2025,0,0,"No 95, Atthudawa , Palatuwa, Matara.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
351,Hill Top Villas,0777040138,Hilltop Villas,Matara,,,,,,0777040138,LKR,Retail,COD-IML,15/08/2025,0,0,"No.7A Nugagaha Hena, Mirihikanda, Mirissa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
352,Villa Serenity,0760948656,Villa Serenity,Matara,,,,,,0713154494,LKR,Retail,COD-IML,19/09/2025,0,0,"36/1, Bandaranayake Road, Weligama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
353,S.Y.S.Enterprises,0704199000,S.Y.S.Enterprises,Matara,,,,,,0704199000,LKR,B Category - 15%,15 Days,21/10/2025,0,0,"Nishan villa, Velikade, Thalaramba, Kamburugamuwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
354,Beralaliya Estate,0767209205,Beralaliya Estate,Matara,,,,,,0767209205,LKR,Retail,Bank Transfer,06/11/2025,0,0,"Moonlight Udukawa, Denipitiya",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
355,I Resort,0777780875,I Resort,Matara,,,,,,0777780875,LKR,Retail,COD-IML,13/11/2025,0,0,"No.29 A, Ganagarama road, Pelena, Weligama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
356,Orcheeda villas,0777773040,Orcheeda villas,Matara,,,,,,0777773040,LKR,Retail,COD-IML,19/11/2025,0,0,"No.7/A, Balagawatta, Polwatta, Weligama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
357,Dinewa Apartment ,0772778369,Dinewa Apartment ,Matara,,,,,,0772778369,LKR,Retail,COD-IML,25/11/2025,0,0,"No 76, Mathugama road, Aluthgama",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
358,Hotel Royal Sea Wind,0717766575,Hotel Royal Sea Wind,Matara,,,,,,0717766575,LKR,Retail,COD-IML,26/11/2025,0,0,"No 26, Beach road, Polhena, Matara.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
359,Villa Bellezza,0773454343,Villa Bellezza,Matara,,,,,,0773454343,LKR,Retail,COD-IML,11/12/2025,0,0,"No.15, Southern Park, Polathumodara, Weligama",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
360,Villa Bellezza,0773454343,Villa Bellezza,Matara,,,,,,0773454343,LKR,Retail,COD-IML,11/12/2025,0,0,"No.15, Southern Park, Polathumodara, Weligama",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
361,Sanaya Mansion Hotel,0716665602,Sanaya Mansion Hotel,Matara,,,,,,0716665602,LKR,Retail,COD-IML,11/12/2025,0,0,"No. 515, Galle Rd, Pamburana, Matara",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
362,Turtle Beach House,0742112717,Turtle Beach House,Matara,,,,,,0742112717,LKR,Retail,COD-IML,12/12/2025,0,0,"No.243/3A, Mudiyansage watta, Bathigama, Dickwella.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
363,Junction 14,0701563186,Junction 14,Matara,,,,,,0701563186,LKR,Retail,COD-IML,18/12/2025,0,0,"No.138&#039;, Mahawela road, Dikwella.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
364,Ivory Resort,0777901191,Ivory Resort,Matara,,,,,,0777901191,LKR,Retail,Bank Transfer,30/12/2025,0,0,"No. 50, Main Street, Dikwella.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
365,Duly Chem Products,0777802643,Duly Chem Products,Matara,,,,,,0777802643,LKR,B Category - 15%,30 Days,04/08/2025,0,0,"No. 500/8, Thalambara, Kamburugamuwa, Matara.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
366,Lake Villa by Carlsen,CM0038,Lake Villa by Carlsen,Moratuwa,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,696/6D Old Galle RD  Gorakana  Moratuwa.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
367,Topaz Guest House,0774376784,Topaz Guest House,Moratuwa,,,,,,0774376784,LKR,Retail,COD-IML,25/10/2024,0,0,"No.6, Pagala Lane 2, Lunawa, Moratuwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
368,Regno Residance The Infinity By Netflix,0711628622,Regno Residance The Infinity By Netflix,Moratuwa,,,,,,0711628622,LKR,Retail,COD-IML,30/12/2024,0,0,"No.454, Main Street, Panadura.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
369,Agnar SL,0740755771,AGNARSL,Moratuwa,,,,,,0740755771,LKR,Retail,COD-IML,14/03/2025,0,0,"11/5 B, Charles Place, Lunawa station road, Rawatawatta, Moratuwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
370,Gomes Grand villa,0758729459,Gomes Grand villa,Moratuwa,,,,,,0758729459,LKR,Retail,COD-IML,23/10/2025,0,0,"No, 13 Temple road ( Bodhirukkarama road ) Moratumulle, Moratuwa. ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
371,Cash Customer,CM0009,Cash Customer,Negombo,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,Cash Customer,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
372,WB Villa - Unawatuna,0772772272,WB Villa - Unawatuna,Negombo,,,,,,0772772272,LKR,Retail,15 Days,28/08/2024,0,0,"WB Villa
Uyana bandarawatta Mawatha
matara Road, Thalpe
Habaraduwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
373,Mandakini Club House ,0768145377,Mandakini Club House ,Negombo,,,,,,0768145377,LKR,Retail,COD-IML,17/03/2025,0,0,"Negambo Road, Maradagahamula. ",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
374,The Heaven&#039;s Villa,0773844757,The Heavens Villa Ja-ela,Negombo,,,,,,0773844757,LKR,Retail,COD-IML,24/01/2025,0,0,"7, Richmond Hill Lane, Paradise Park, Hanthana, Kandy.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
375,Foot comfort ,0766201490,Foot comfort ,Negombo,,,,,,0766201490,LKR,Retail,COD-IML,26/05/2025,0,0,"No.393, Negombo plaza, Main Street, Negombo.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
376,Sea Port Hotel,0770777090,Sea Port Hotel,Negombo,,,,,,0770777090,LKR,Retail,COD-IML,22/10/2025,0,0,"No.70, Poruthota Road, Negombo Beach Side, Negombo.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
377,Dutch Point Beach Reasort,0768966711,Dutch Point Beach Reasort,Negombo,,,,,,0768966711,LKR,Retail,COD-IML,08/12/2025,0,0,"No 01/111, Pitipana street, Negombo",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
378,Sahara Marketing,0777444856,Sahara Marketing,Negombo,,,,,,0777444856,LKR,A Category - 18%,30 Days,22/09/2025,0,0,"No. 7B, Kanuwana junction, Jaela.",SA2 - DC,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
379,Cottage San Francesco,0776005195,Cottage San Francesco,Nuwra Eliaya,,,,,-,0776005195,LKR,Retail,COD-IML,0000-00-00,0,0,No.34  Top Pas  Nuwara Eliya  Sri Lanka.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
380,Ivy Bungalow (Pvt) Ltd. ,CM0031,Ivy Bungalow  Pvt  Ltd ,Nuwra Eliaya,,,,,-,0764397575,LKR,Retail,COD-IML,0000-00-00,0,0,"Ananda Kumara, E7, Church Road, Black Pool, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
381,Manuka Hillwood,0777694280,Manuka Hillwood,Nuwra Eliaya,,,,,-,0777694280,LKR,Retail,COD-IML,0000-00-00,0,0,"No. 37, Unique view RD, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
382,xxxxxxxxx,CM0041,Mariners Cabin ,Nuwra Eliaya,,,,,-,,LKR,Retail,COD-IML,0000-00-00,0,0,,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
383,Mariners Cabin Apartment,0714400744,Mariners Cabin Apartment,Nuwra Eliaya,,,,,-,0714400744,LKR,Retail,COD-IML,0000-00-00,0,0,"No. 33, Glenfall Residencies, Glenfall RD,  Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
384,Nature First Hotel,0777918152,Nature First Hotel,Nuwra Eliaya,,,,,-,0777918152,LKR,Retail,COD-IML,0000-00-00,0,0,"Wedamulla , Labookelle, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,"NEW NATURE FOOT CARE,
8A VAJIRA RD, BAMBALAPITIYA, COLOMBO 04.",Hospitality - Retail,
385,Oasis Hill Resort,0773204000,Oasis Hill Resort,Nuwra Eliaya,,,,,-,0773204000,LKR,Retail,COD-IML,0000-00-00,0,0,Unique View Rd  Nuwara Eliya.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
386,Panorama Green View,0773456345,Panorama Green View,Nuwra Eliaya,,,,,-,0773456345,LKR,Retail,COD-IML,0000-00-00,0,0,No 17  Park Road  Nuwara Eliya.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
387,Queens Mount Glen Heights,0751750637,Queens Mount Glen Heights,Nuwra Eliaya,,,,,-,0751750637,LKR,Retail,COD-IML,0000-00-00,0,0,"No. 60/6/A, Glen Fall RD, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
388,Seasons Villa ,0714099911,Seasons Villa ,Nuwra Eliaya,,,,,-,0714099911,LKR,Retail,15 Days,0000-00-00,0,0,"No. 8A/11, Upper Lake Road, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
389,Stone Bungalow ,0774315579,Stone Bungalow ,Nuwra Eliaya,,,,,-,0774315579,LKR,Retail,COD-IML,0000-00-00,0,0,Nuwara Eliya,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
390,Subra Villa ,0728639422,Subra Villa ,Nuwra Eliaya,,,,,-,0728639422,LKR,Retail,COD-IML,0000-00-00,0,0,No. 28  Waterfield RD  Underbank  22200 Nuwara Eliya.,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
391,The Edgware,0779559775,The Edgware,Nuwra Eliaya,,,,,-,0779559775,LKR,Retail,COD-IML,0000-00-00,0,0,No 73/8  Havelock Rd Nuwara Eliya 2220022200 Nuwara Eliya  CentralSri Lanka,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
392,Townside Lodge,0763611156,Townside Lodge,Nuwra Eliaya,,,,,-,0763611156,LKR,Retail,COD-IML,0000-00-00,0,0,27/B Mountmary Rd  Nuwara Eliya 22200,Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
393,Villa Tea Fields,0776710270,Villa Tea Fields,Nuwra Eliaya,,,,,-,0776710270,LKR,Retail,Bank Transfer,0000-00-00,0,0,"No. 111/13, Badulla Road, Magastota, Opposite Sri Senanandarama Temple, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
394,Country Club,0770504454,Country Club,Nuwra Eliaya,,,,,,0770504454,LKR,Retail,COD-IML,29/08/2024,0,0,"65/65/1, Lady Hortan Walk Road, 
Bonavista Rd,
Nuwara Eliya, 22200",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
395,Serenus Boutique Villa,0778757525,Serenus Boutique Villa,Nuwra Eliaya,,,,,,0778757525,LKR,Retail,15 Days,24/09/2024,0,0,"No. 1/3, Gamunupura, Magastota, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
396,Del&#039;s Haven,0770095616,Del&#039;s Haven,Nuwra Eliaya,,,,,,0770095616,LKR,Retail,COD-IML,10/10/2024,0,0,"No. 227, Moon Plains,
Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
397,Ivy Home - Nuwara Eliya,0764397575,Ivy Home - Nuwara Eliya,Nuwra Eliaya,,,,,,0764397575,LKR,Retail,Bank Transfer,26/11/2024,0,0,"F7, Church RD, Black Pool, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
398,Aaradhya Nuwara Eliya,0714036722,Aaradhya Nuwara Eliya,Nuwra Eliaya,,,,,,0714036722,LKR,Retail,COD-IML,27/06/2025,0,0,"No. 2B, Kalu kale, Nuwara Eliya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
399,Floating Mountian Villa,0770418331,Floating Mountian Villa,Nuwra Eliaya,,,,,,0770418331,LKR,Retail,Bank Transfer,22/11/2024,0,0,"No 48, Glenloch Estate, Karagasthalawa, Katukithula. ",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
400,Mr.Gawshal Dass,0764400331,Mr.Gawshal Dass,Nuwra Eliaya,,,,,,0764400331,LKR,Retail,Bank Transfer,22/04/2025,0,0,"No 33 Main Street, Kandapola, Nuwara eliya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
401,Elysian Ridge Villa,0710593118,Elysian Ridge Villa,Nuwra Eliaya,,,,,,0710593118,LKR,Retail,COD-IML,21/07/2025,0,0,"Sinhagiriya, Uma Ela, Uva Paranagama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
402,Mount End Hotel,0763333316,Mount End Hotel,Nuwra Eliaya,,,,,,0763333316,LKR,Retail,COD-IML,28/07/2025,0,0,"30/A, Kalapura, Nuwaraeliya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
403,Queens Lake Cabin Hotel,0774666021,Queens Lake Cabin Hotel,Nuwra Eliaya,,,,,,0774666021,LKR,Retail,COD-IML,29/09/2025,0,0,"No.211/12, Upper Lake Road, Nuwara Eliya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
404,Seven Moon Villa,0702792865,Seven Moon Villa,Nuwra Eliaya,,,,,,0702792865,LKR,Retail,COD-IML,27/10/2025,0,0,"No:4 kandeala, Meepilimana, Nuwaraeliya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
405,Mount view 44,0771232366,Mount view 44,Nuwra Eliaya,,,,,,0771232366,LKR,Retail,COD-IML,04/11/2025,0,0,"Lake view Residencies, No: 5/2, Broom Field Avenue, Upper Lake Road,
Nuwara Eliya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
406,Hilldale Retreat ,0779056363,Hilldale Retreat ,Nuwra Eliaya,,,,,,0769388190,LKR,Retail,Bank Transfer,13/11/2025,0,0,"No.260, Kudaoya, Labookellie, Nuwara Eliya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
407,St. Anthony&#039;s Holiday Inn,0779652018,St. Anthony&#039;s Holiday Inn,Nuwra Eliaya,,,,,,0779652018,LKR,Retail,COD-IML,11/12/2025,0,0,"No.14, Main Street, Kotagala",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
408,St. Anthony&#039;s Holiday Inn,0779652018,St. Anthony&#039;s Holiday Inn,Nuwra Eliaya,,,,,,0779652018,LKR,Retail,COD-IML,11/12/2025,0,0,"No.14, Main Street, Kotagala",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
409,Fort Windshire,0779440256,Fort Windshire,Nuwra Eliaya,,,,,,0779440256,LKR,Retail,COD-IML,22/12/2025,0,0,"Lot C/M, Misty Hills, Katumana, Nuwara Eliya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
410,Lagoon Cabana,0778891001,Lagoon Cabana,Passikudah,,,,,,0778891001,LKR,Retail,Bank Transfer,14/05/2025,0,0,"Lagoon cabana, Potuvill, Panama.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
411,Sun Siyam ,0702424245,Sun Siyam ,Passikudah,,,,,,0702424245,LKR,Retail,COD-IML,03/06/2025,0,0,"Hotel Development Road, Passikudah, Batticaloa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
412,Whistling Thrush Cottage ,0773665011,Whistling Thrush Cottage ,Pattipola,,,,,-,0773665011,LKR,Retail,COD-IML,0000-00-00,0,0,23/A  Worlds End Road  Pattipola.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
413,Aurblank Hotel,0775008384,Aurblank Hotel,Peradeniya,,,,,-,0775008384,LKR,Retail,COD-IML,0000-00-00,0,0,47/9  River Side  Galaha road  Peradeniya.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
414,Rinse Hotel Supplies(Pvt)Ltd.,0761235934,Rinse Hotel Suppliers ,Peradeniya,,,,,,0761235934,LKR,B Category - 15%,15 Days,17/01/2025,0,0,"No 34, Sangabogama, Peradeniya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - WS,
415,Windgate Villa,0772088088,Windgate Villa,Peradeniya,,,,,-,0772088088,LKR,Retail,COD-IML,0000-00-00,0,0,229/22  Mowbray road  Mahakande  Hindagala  Peradeniya  Kandy.,SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
416,Goddess Kandy,0772254356,Goddess Kandy,Pilimathalawa,,,,,-,0772254356,LKR,Retail,COD-IML,0000-00-00,0,0,205/2  RDT Center road  Pilimathalawa.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
417,Captain Lodge,0772178883,Captain Lodge,Pilimathalawa,,,,,,0772178883,LKR,Retail,15 Days,04/11/2024,0,0,"Udathenna Gedara, Hiyarapitiya State, Handessa, Pilimathalawa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
418,Rock Garden Villa ,0760221983,Rock Garden Villa ,Pinnawala,,,,,,0760221983,LKR,Retail,COD-IML,30/04/2025,0,0,"Yodagama road, Kotagama, Pinnawala, Rambukkana.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
419,Nature Resort ,0761719170,Nature Resort ,Polonnaruwa,,,,,-,0761719170,LKR,Retail,COD-IML,0000-00-00,0,0,"No. 183, Laks Uyana Road, Vijayabapura, Polonnaruwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
420,Thisara Guest House,0771705636,Thisara Guest House,Polonnaruwa,,,,,-,0771705636,LKR,Retail,COD-IML,0000-00-00,0,0,Thisara Guest House  Polonnaruwa.,Rumesh,Default,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
421,Primate Centre Lodge,0773113530,Primate Centre Lodge,Polonnaruwa,,,,,,0773113530,LKR,Retail,Bank Transfer,19/02/2025,0,0,"Smithsonian research station, (Monkey Camp), New Town, Polonnaruwa.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
422,Lodhra Ayurveda Resort & Spa,0761706301,LODHRA Ayurveda Resort & Spa,Polonnaruwa,,,,,,0761706301,LKR,Retail,COD-IML,23/06/2025,0,0,"No 31, Track 11, Maha Ambagaswewa, Medirigiriya.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
423,Hotel Royal Nest,0713322052,Hotel Royal Nest - Polonnaruwa,Polonnaruwa,,,,,,0713322052,LKR,Retail,COD-IML,28/08/2024,0,0,"58/B, 25th Mile Post, Bandiwewa.
Polonnaruwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
424,Special Forces Training school,0710836508,Special Forces Training school,Polonnaruwa,,,,,,0710836508,LKR,Retail,COD-IML,25/09/2025,0,0,"Special forces training school, Army camp, Maduruoya.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
425,Hingurakgoda Resort,0778586259,Hingurakgoda Resort,Polonnaruwa,,,,,,0778586259,LKR,Retail,COD-IML,27/11/2025,0,0,"R.B.01, Yakada bata Rd, Hingurakgoda, Polonnaruwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
426,Aura villa,0777033865,Aura villa,Polonnaruwa,,,,,,0777033865,LKR,Retail,COD-IML,16/12/2025,0,0,"No.185/5, Thissa bakerya, Mawatha 2 nd Canal, Polonnaruwa.",SA1 - PM,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
427,Mojo Stay (Pvt)Ltd.,0759223013,Mojo Stay (Pvt)Ltd.,Puttalam,,,,,,0759223013,LKR,Retail,COD-IML,11/03/2025,0,0,"Anniek Kuppens, Mojo Stay (Pvt) Ltd, Odai Karai RD, Kappalady Twon, Thalawila Church, Puttalam.
61344",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
428,Valampuri Resort ,0778854144,Valampuri Resort ,Puttalam,,,,,,0778854144,LKR,Retail,COD-IML,19/10/2025,0,0,"No. 85, Muthuwell RD, Thuraiadiya, Kalpitiya, Puttalam.",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
429,Saachi Lagoon Resort,0763251046,Saachi Lagoon Resort,Puttalam,,,,,,0762760765,LKR,Retail,Bank Transfer,22/12/2025,0,0,"Sethawadiya road,
Kalpitiya",Rumesh,Factory,Tax Exempt,Discounts Given,Accounts Receivables,Discounts Given,0,Good History,Active,,Hospitality - Retail,
